shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
111001,34.900047,137.171265,737
111001,34.900146,137.171066,738
111001,34.900261,137.170837,739
111001,34.900379,137.170609,740
111001,34.900501,137.170349,741
111001,34.900627,137.170105,742
111001,34.900768,137.169846,743
111001,34.900887,137.169617,744
111001,34.900967,137.169464,745
111001,34.901001,137.169418,746
111001,34.901031,137.169373,747
111001,34.901073,137.169296,748
111001,34.901173,137.169113,749
111001,34.901268,137.168915,750
111001,34.901375,137.168686,751
111001,34.901478,137.168488,752
111001,34.901546,137.16835,753
111001,34.901604,137.168228,754
111001,34.901684,137.168076,755
111001,34.901787,137.167862,756
111001,34.90189,137.167648,757
111001,34.901989,137.16745,758
111001,34.902039,137.167343,759
111001,34.902061,137.167297,760
111001,34.902088,137.167236,761
111001,34.902065,137.16716,762
111001,34.901974,137.167114,763
111001,34.901829,137.167007,764
111001,34.901657,137.166885,765
111001,34.901463,137.166748,766
111001,34.901272,137.166626,767
111001,34.901093,137.166489,768
111001,34.900967,137.166412,769
111001,34.900909,137.166367,770
111001,34.900837,137.166351,771
111001,34.900776,137.166428,772
111001,34.900726,137.166595,773
111001,34.900639,137.166809,774
111001,34.900532,137.167038,775
111001,34.900417,137.167313,776
111001,34.900291,137.167587,777
111001,34.900169,137.167892,778
111001,34.900043,137.168182,779
111001,34.899921,137.168457,780
111001,34.899803,137.168716,781
111001,34.8997,137.168991,782
111001,34.899593,137.16925,783
111001,34.899487,137.169495,784
111001,34.899395,137.169708,785
111001,34.899323,137.169876,786
111001,34.899277,137.169952,787
111001,34.899242,137.169998,788
111001,34.899197,137.170059,789
111001,34.899113,137.170135,790
111001,34.899002,137.170227,791
111001,34.898872,137.170288,792
111001,34.898708,137.170319,793
111001,34.89851,137.170319,794
111001,34.898323,137.170303,795
111001,34.898136,137.170242,796
111001,34.897945,137.170151,797
111001,34.897758,137.170044,798
111001,34.89756,137.169952,799
111001,34.89735,137.169846,800
111001,34.897133,137.169724,801
111001,34.896912,137.169617,802
111001,34.896683,137.16951,803
111001,34.896458,137.169388,804
111001,34.896225,137.169281,805
111001,34.895992,137.169174,806
111001,34.89576,137.169067,807
111001,34.895519,137.168976,808
111001,34.895287,137.168884,809
111001,34.895042,137.168777,810
111001,34.894798,137.168686,811
111001,34.894558,137.168594,812
111001,34.894321,137.168503,813
111001,34.894085,137.168396,814
111001,34.893852,137.168304,815
111001,34.893635,137.168228,816
111001,34.89344,137.168137,817
111001,34.893288,137.168076,818
111001,34.893169,137.16803,819
111001,34.893082,137.167984,820
111001,34.893017,137.167969,821
111001,34.892963,137.167938,822
111001,34.892883,137.167908,823
111001,34.892811,137.167877,824
111001,34.892727,137.167847,825
111001,34.89262,137.167816,826
111001,34.89249,137.16777,827
111001,34.892361,137.167679,828
111001,34.892246,137.167511,829
111001,34.892109,137.167328,830
111001,34.891949,137.167145,831
111001,34.891773,137.166977,832
111001,34.891602,137.166824,833
111001,34.89143,137.166672,834
111001,34.891266,137.166534,835
111001,34.891094,137.166382,836
111001,34.890915,137.166229,837
111001,34.890743,137.166077,838
111001,34.890572,137.165924,839
111001,34.890442,137.165817,840
111001,34.890339,137.165726,841
111001,34.890266,137.165649,842
111001,34.890228,137.165619,843
111001,34.890194,137.165588,844
111001,34.890144,137.165558,845
111001,34.890064,137.165497,846
111001,34.88995,137.165421,847
111001,34.889835,137.165329,848
111001,34.889717,137.165222,849
111001,34.889591,137.165115,850
111001,34.889469,137.165009,851
111001,34.889336,137.164886,852
111001,34.889202,137.164764,853
111001,34.889072,137.164642,854
111001,34.888943,137.164536,855
111001,34.888813,137.164413,856
111001,34.888668,137.164276,857
111001,34.888512,137.164139,858
111001,34.888351,137.163986,859
111001,34.88818,137.163849,860
111001,34.887997,137.163681,861
111001,34.887836,137.163544,862
111001,34.887695,137.163422,863
111001,34.887589,137.163345,864
111001,34.887508,137.163269,865
111001,34.88744,137.163193,866
111001,34.887363,137.163116,867
111001,34.887268,137.163025,868
111001,34.887173,137.162949,869
111001,34.887108,137.162888,870
111001,34.887074,137.162857,871
111001,34.887039,137.162827,872
111001,34.886993,137.162781,873
111001,34.886959,137.16275,874
111001,34.886932,137.162704,875
111001,34.886921,137.162628,876
111001,34.886963,137.162521,877
111001,34.887051,137.162384,878
111001,34.887157,137.162216,879
111001,34.887272,137.162033,880
111001,34.88739,137.161865,881
111001,34.887482,137.161652,882
111001,34.887535,137.161423,883
111001,34.88755,137.161194,884
111001,34.887539,137.161041,885
111001,34.88747,137.16095,886
111001,34.887375,137.160934,887
111001,34.88728,137.160919,888
111001,34.887215,137.160858,889
111001,34.887207,137.160767,890
111001,34.88726,137.160675,891
111001,34.887344,137.160645,892
111001,34.887417,137.160629,893
111001,34.88747,137.160629,894
111001,34.887535,137.160675,895
111001,34.887577,137.160751,896
111001,34.887592,137.160873,897
111001,34.887596,137.161072,898
111001,34.8876,137.161316,899
111001,34.887566,137.161575,900
111001,34.887482,137.161819,901
111001,34.88739,137.162018,902
111001,34.88731,137.16217,903
111001,34.887272,137.162231,904
111001,34.88723,137.162308,905
111001,34.887188,137.162384,906
111001,34.887146,137.16246,907
111001,34.887096,137.162537,908
111001,34.887043,137.162628,909
111001,34.88702,137.162704,910
111001,34.887054,137.162781,911
111001,34.887154,137.162888,912
111001,34.887299,137.16301,913
111001,34.887436,137.163132,914
111001,34.887585,137.163269,915
111001,34.887733,137.163391,916
111001,34.887886,137.163528,917
111001,34.888039,137.163651,918
111001,34.888191,137.163788,919
111001,34.88834,137.16391,920
